date,temp_10_13,apparent_temp_10_13,humidity_10_13,wind_10_13,precip_10_13
2025-12-04,0.9249999999999999,-3.45,74.5,12.45,0.0
2025-12-05,-8.799999999999999,-12.75,53.5,1.725,0.0
2025-12-06,-0.050000000000000044,-3.65,82.0,7.425,0.0
2025-12-07,0.75,-2.825,68.0,5.65,0.0
2025-12-08,-6.45,-12.45,46.75,15.9,0.0
2025-12-09,-7.75,-11.75,57.25,2.9250000000000003,0.0
2025-12-10,0.575,-3.4,76.25,9.775,0.0
2025-12-11,-2.0,-8.5,48.0,21.65,0.0
2025-12-12,-3.7249999999999996,-9.525,57.75,17.175,0.0
2025-12-13,-1.25,-5.875,55.75,9.95,0.0
2025-12-14,-3.2750000000000004,-7.75,78.25,10.725,1.0
2025-12-15,-5.9,-11.275,61.5,13.425,0.0
2025-12-16,-4.175,-8.375,64.5,6.45,0.0
2025-12-17,2.05,-2.325,61.25,11.2,0.0
2025-12-18,2.3499999999999996,-0.575,73.5,3.625,0.0
2025-12-19,11.425,8.45,95.25,21.9,14.4
2025-12-20,0.775,-4.025,52.0,11.6,0.0
2025-12-21,4.9,-0.9249999999999999,44.5,19.85,0.0
2025-12-22,0.5249999999999999,-3.7750000000000004,53.25,8.225,0.0
2025-12-23,0.8,-3.1,88.5,11.375,2.4
2025-12-24,4.275,-1.425,58.75,21.575,0.0
2025-12-25,4.25,-0.275,57.75,13.125,0.0
2025-12-26,-7.175,-12.225,48.5,9.925,0.0
2025-12-27,-6.375,-10.975,86.25,9.899999999999999,0.1
2025-12-28,-8.775,-12.425,81.75,2.0250000000000004,0.0
2025-12-29,3.675,0.9,93.75,7.625,3.6999999999999997
2025-12-30,-3.95,-10.95,57.75,25.3,0.0
2025-12-31,-3.525,-9.0,60.25,15.075,0.0
2026-01-01,-7.575,-14.05,61.0,20.25,0.0
2026-01-02,-5.925,-11.275,67.25,14.075,0.0
2026-01-03,-5.75,-10.975,62.75,12.4,0.0
2026-01-04,-3.55,-7.225,74.25,4.475,0.0
2026-01-05,-3.1,-6.925,74.75,5.475,0.6
2026-01-06,0.925,-1.825,78.25,2.175,0.3
2026-01-07,4.375,0.5,83.25,13.775,0.0
2026-01-08,5.625,2.325,73.0,9.35,0.0
2026-01-09,5.75,1.5,66.5,14.35,0.0
2026-01-10,3.025,0.024999999999999994,84.75,6.949999999999999,0.0
2026-01-11,4.699999999999999,0.4,66.0,13.775,0.0
2026-01-12,1.625,-3.675,50.5,15.649999999999999,0.0
2026-01-13,2.975,-1.4,56.75,10.6,0.0
2026-01-14,5.25,1.575,61.75,9.15,0.2
2026-01-15,3.0,-2.225,75.75,20.425,0.2
2026-01-16,-4.225,-11.375,43.0,24.425,0.0
2026-01-17,-0.7,-4.3,81.5,6.675,3.2
2026-01-18,-0.3,-3.05,93.0,2.975,1.4
2026-01-19,-5.725,-11.075,71.25,14.175,0.0
2026-01-20,-10.075,-16.475,59.0,18.725,0.0
2026-01-21,-9.075,-13.675,57.0,6.9,0.0
2026-01-22,2.725,-2.05,64.0,14.95,0.0
2026-01-23,-2.425,-8.525,50.5,18.9,0.0
2026-01-24,-13.25,-19.175,47.25,13.825,0.0
2026-01-25,-13.575,-18.8,80.0,10.55,8.2
2026-01-26,-8.675,-12.85,85.5,5.875,0.5
2026-01-27,-10.675,-16.35,63.25,14.05,0.0
2026-01-28,-9.7,-15.075,62.25,12.025,0.0
2026-01-29,-11.8,-16.875,61.0,9.325,0.0
2026-01-30,-13.3,-19.299999999999997,54.5,15.025,0.0
2026-01-31,-14.225000000000001,-18.225,66.25,1.55,0.0
2026-02-01,-12.6,-18.7,63.25,16.275,0.0
2026-02-02,-8.175,-12.274999999999999,51.0,3.25,0.0
2026-02-03,-9.450000000000001,-13.525,62.5,3.45,0.0
2026-02-04,-4.875,-9.875,61.75,11.475,0.0
2026-02-05,-8.1,-11.799999999999999,65.0,1.975,0.0
2026-02-06,-7.725,-11.725,67.5,3.6999999999999997,0.0
2026-02-07,-13.475,-19.925,58.75,18.225,0.30000000000000004
2026-02-08,-15.925,-21.025000000000002,49.0,8.475,0.0
2026-02-09,-12.675,-16.775,51.5,2.675,0.0
2026-02-10,-4.9,-8.525,53.25,1.375,0.0
2026-02-11,2.625,-2.025,67.75,14.525,0.0
2026-02-12,-1.975,-7.45,66.25,16.625,0.0
2026-02-13,-5.6,-9.1,58.25,1.475,0.0
2026-02-14,-0.050000000000000044,-4.15,68.25,9.425,0.0
2026-02-15,-2.5999999999999996,-6.25,82.0,5.825,0.0
